Song,Album Release Date,Hot100 Ranking Year,Decade,Season
Jungle Boogie,1973-09-01,1974,Seventies,Autumn
Linger,1993-03-01,1994,Nighnties,Spring
Lonely (with benny blanco) - Acoustic,2020-10-27,2021,new millennium,Autumn
Adult Education,1983-07-18,1984,Eighties,Summer
The Pied Piper,1966-01-11,1966,Sixties,Winter
Love Machine - Pt. 1,1994-02-22,1994,Nighnties,Winter
The One That You Love,1981-09-26,1981,Eighties,Autumn
My Guy,1964-09-25,1964,Sixties,Autumn
Play That Funky Music,1976-09-25,1976,Seventies,Autumn
Don't Think I'm Not - Karaoke Version in the style of Kandi,2010-11-28,2010,new millennium,Autumn
I Don't Want to Be,2003-07-21,2005,new millennium,Summer
Something To Believe In - Remastered,1990-08-25,1991,Nighnties,Summer
Pump Up The Jam,1989-11-28,1990,Eighties,Autumn
The Way You Love Me,1999-11-09,2001,Nighnties,Autumn
Somebody to Love,1967-06-13,1967,Sixties,Summer
Use Me,1972-05-01,1972,Seventies,Spring
New Kid in Town - 2013 Remaster,1976-12-08,1977,Seventies,Winter
Reminiscing - Remastered 2022,1978-01-04,1978,Seventies,Winter
You're No Good,2023-04-20,2023,new millennium,Spring
The Shelter of Your Arms,1964-03-08,1964,Sixties,Spring
You Right,2021-06-25,2022,new millennium,Summer
Anything,1995-10-01,1996,Nighnties,Autumn
Take Your Time (Do It Right),1998-02-28,1998,Nighnties,Winter
You Do,1999-01-01,1999,Nighnties,Winter
Shame On The Moon,1982-12-01,1983,Eighties,Winter
Don't Let Me Get Me (Originally Performed By Pink) - Karaoke Backing Track,2012-06-11,2012,new millennium,Summer
The Happening,2008-01-01,2008,new millennium,Winter
Hands To Myself,2015-10-09,2016,new millennium,Autumn
I'm Just an Old Chunk of Coal (But I'm Gonna Be a Diamond Someday),1981-07-18,1981,Eighties,Summer
In the Closet,1991-11-13,1992,Nighnties,Autumn
All Summer Long,2007-10-09,2008,new millennium,Autumn
All To Myself,2018-06-22,2019,new millennium,Summer
Faithfully,1983-02-22,1983,Eighties,Winter
"Heaven Is A Place On Earth - Promo 7"" Edit",1987-06-08,1988,Eighties,Summer
Shake It,2007-09-18,2008,new millennium,Autumn
Disco Nights (Rock Freak) - Single Remix,1979-01-01,1979,Seventies,Winter
Bang!,2021-03-26,2021,new millennium,Spring
Against The Wind,1980-02-25,1980,Eighties,Winter
Touch It,2006-01-01,2006,new millennium,Winter
Real Love,1989-01-01,1989,Eighties,Winter
More (with Mitchell Ayres and His Orchestra & The Ray Charles Singers) - Remastered,1993-10-25,1993,Nighnties,Autumn
We're An American Band - Remastered 2002,1973-05-17,1973,Seventies,Spring
Say It,1998-04-16,1998,Nighnties,Spring
Catch My Breath,2012-11-19,2013,new millennium,Autumn
Maps,2014-09-02,2014,new millennium,Autumn
Come To My Window,1993-01-01,1994,Nighnties,Winter
Thank You (Falettinme Be Mice Elf Agin) - Single Version,1970-11-21,1970,Seventies,Autumn
Papa's Got A Brand New Bag,1991-01-01,1991,Nighnties,Winter
Jerk Out #3,1990-05-13,1990,Nighnties,Spring
Cold Hearted,1988-01-01,1989,Eighties,Winter
MONTERO (Call Me By Your Name),2021-09-17,2021,new millennium,Autumn
I'm Still Standing (Karaoke Version) [In the Style of Elton John],2011-11-05,2011,new millennium,Autumn
Bennie And The Jets - Remastered 2014,1973-10-05,1974,Seventies,Autumn
Save Your Tears (with Ariana Grande) (Remix),2021-04-23,2022,new millennium,Spring
Get Your Shine On,2012-01-01,2013,new millennium,Winter
Year of the Cat,1976-09-16,1977,Seventies,Autumn
Memories,2021-06-11,2021,new millennium,Summer
Georgy Girl,1989-01-30,1989,Eighties,Winter
Learnin' The Blues,1996-01-01,1996,Nighnties,Winter
Instant Karma! (We All Shine On) - Remastered 2010,2010-10-05,2010,new millennium,Autumn
Sensitivity,1990-01-01,1991,Nighnties,Winter
XO Tour Llif3,2017-08-25,2017,new millennium,Summer
For the Love of Money,1973-04-08,1974,Seventies,Spring
Moonlight Feels Right,1976-07-13,1976,Seventies,Summer
Up The Ladder To The Roof,1970-04-26,1970,Seventies,Spring
Ruby,1981-02-24,1981,Eighties,Winter
Come with Me Now,2014-01-27,2014,new millennium,Winter
You Won't See Me,1974-09-11,1974,Seventies,Autumn
How You Remind Me,2001-09-11,2002,new millennium,Autumn
Wild Weekend,1993-07-18,1993,Nighnties,Summer
I Can't Wait Another Minute,1990-06-15,1991,Nighnties,Summer
I've Got to Use My Imagination,1973-07-13,1974,Seventies,Summer
Time,1994-07-01,1996,Nighnties,Summer
Love Train,1972-01-01,1973,Seventies,Winter
Scorpio,1971-11-06,1972,Seventies,Autumn
I Heard It Through The Grapevine,1968-08-26,1969,Sixties,Summer
What You Want (feat. Total),1997-08-10,1998,Nighnties,Summer
The Space Between,2001-02-27,2001,new millennium,Winter
Classic,2012-08-12,2014,new millennium,Summer
Meet Virginia,1998-02-24,2000,Nighnties,Winter
Name,1995-03-10,1996,Nighnties,Spring
Never Let You Go - 2008 Remaster,1999-11-23,2000,Nighnties,Autumn
I Went To Your Wedding,1960-09-07,1960,Sixties,Autumn
Wings Of A Dove,2010-01-01,2010,new millennium,Winter
Ayo - Tribute to Tyga and Chris Brown,2015-02-05,2015,new millennium,Winter
Just a Little,1965-07-18,1965,Sixties,Summer
Hotel Room Service,2009-08-27,2009,new millennium,Summer
Backseat (feat. The Cataracs & Dev),2011-05-13,2011,new millennium,Spring
Throw It In The Bag,2009-01-01,2009,new millennium,Winter
ME! (feat. Brendon Urie of Panic! At The Disco),2019-08-23,2019,new millennium,Summer
Sweet Baby,1981-07-21,1981,Eighties,Summer
Ahab The Arab,1995-09-18,1995,Nighnties,Autumn
Can't Nobody Hold Me Down (feat. Mase),1997-07-20,1997,Nighnties,Summer
Disturbia,2008-06-02,2009,new millennium,Summer
Lose My Breath,2004-11-16,2004,new millennium,Autumn
Renegade,1978-01-01,1979,Seventies,Winter
No Hands (feat. Roscoe Dash & Wale),2010-10-01,2011,new millennium,Autumn
Stand Back,1991-08-30,1991,Nighnties,Summer
Beg Your Pardon,2011-09-10,2011,new millennium,Autumn
Down By the Station,2007-11-27,2007,new millennium,Autumn
Five Minutes More,1993-10-08,1993,Nighnties,Autumn
"Brown Sugar - Live At The Jazz Cafe, London/1995",1998-06-30,1998,Nighnties,Summer
Looking Back,1965-08-01,1965,Sixties,Summer
Oh! What It Seemed to Be,1964-09-12,1964,Sixties,Autumn
Welcome to the Black Parade,2006-10-23,2007,new millennium,Autumn
Hello Stranger,1963-01-01,1963,Sixties,Winter
Escape (The Pina Colada Song),1979-01-01,1980,Seventies,Winter
It's Your Love (Originally Performed by Tim Mcgraw with Faith Hill) [Karaoke Version],2013-03-15,2013,new millennium,Spring
The Door Is Still Open to My Heart,2014-10-10,2014,new millennium,Autumn
Crazy Little Thing Called Love - Remastered 2011,1980-06-27,1980,Eighties,Summer
i'm yours,2022-10-28,2022,new millennium,Autumn
Dark Horse,2013-01-01,2014,new millennium,Winter
I Go to Pieces,2001-02-04,2001,new millennium,Winter
"Mirror, Mirror",1981-09-14,1982,Eighties,Autumn
Things That Make You Go Hmmmm.... (feat. Freedom Williams),1990-07-17,1991,Nighnties,Summer
"Closer ( Originally Performed by The Chainsmokers , Halsey ) - Karaoke Version",2017-01-12,2017,new millennium,Winter
You're The One That I Want (Originally Performed by John Travolta & Olivia Newton-John) - Karaoke Version,2015-07-22,2015,new millennium,Summer
Wild Thing,1989-01-01,1989,Eighties,Winter
"Don’t Worry, Be Happy",2021-03-17,2021,new millennium,Spring
Time Passages,1978-05-12,1979,Seventies,Spring
Club Can't Handle Me (feat. David Guetta),2010-11-24,2010,new millennium,Autumn
Spill The Wine,1970-04-14,1970,Seventies,Spring
Trampoline,2018-09-21,2020,new millennium,Autumn
Enjoy Yourself,1976-11-05,1977,Seventies,Autumn
Angel Of The Morning,1981-01-01,1981,Eighties,Winter
Radioactive,2012-09-04,2014,new millennium,Autumn
For What It's Worth,1966-12-05,1967,Sixties,Winter
Perfect World - Single Edit,2006-01-01,2006,new millennium,Winter
If You Asked Me To,1992-03-30,1992,Nighnties,Spring
Finesse - Remix; feat. Cardi B,2017-12-20,2018,new millennium,Winter
Give A Little Bit,1977-01-01,1977,Seventies,Winter
Also Sprach Zarathustra,1977-07-13,1977,Seventies,Summer
Forever Your Girl,1988-01-01,1989,Eighties,Winter
If Not For You - Remastered 2022,2022-09-09,2022,new millennium,Autumn
Pocketful of Sunshine,2007-04-27,2008,new millennium,Spring
What are We Doin' in Love (Duet) [Originally Performed by Dottie West & Kenny Rogers] {Karaoke Version},2016-06-23,2016,new millennium,Summer
You Belong With Me (Taylor’s Version),2021-04-09,2021,new millennium,Spring
Thunder,2017-06-23,2018,new millennium,Summer
I Love The Nightlife (Disco 'Round),1978-07-14,1978,Seventies,Summer
If You Go,2001-01-01,2001,new millennium,Winter
Don't Tell Me (As Made Famous by Madonna),2011-07-12,2011,new millennium,Summer
I'll Never Fall in Love Again (Originally Performed By Tom Jones) - Karaoke Version,2015-03-17,2015,new millennium,Spring
Insensitive,1994-01-01,1996,Nighnties,Winter
I Don't Like To Sleep Alone,1975-05-16,1975,Seventies,Spring
You've Got Your Troubles (Rerecorded),2010-02-24,2010,new millennium,Winter
Too Good,2016-05-06,2016,new millennium,Spring
Botch-A-Me (Ba-Ba-Baciami Piccina),1948-05-14,1952,Fourties,Spring
Ole Buttermilk Sky,2022-03-31,2022,new millennium,Spring
Candida,1970-03-13,1970,Seventies,Spring
I'll Be Over You,1986-08-01,1986,Eighties,Summer
How Am I Supposed to Live Without You,1989-06-27,1990,Eighties,Summer
Then The Morning Comes,1999-06-08,2000,Nighnties,Summer
How Soon,2000-06-19,2000,new millennium,Summer
Bubbly,2007-01-01,2007,new millennium,Winter
Little Bit O' Soul (Originally Performed by Music Explosion) [Karaoke Version],2015-09-15,2015,new millennium,Autumn
Stir It Up,1972-06-14,1973,Seventies,Summer
Low Life (feat. The Weeknd),2016-04-13,2016,new millennium,Spring
Lay Me Down,2015-11-06,2015,new millennium,Autumn
My Girl Bill,1974-01-01,1974,Seventies,Winter
Better Days (And the Bottom Drops Out),1999-02-26,1999,Nighnties,Winter
Pretty Girl Rock,2010-01-01,2011,new millennium,Winter
"thank u, next",2019-02-08,2019,new millennium,Winter
Like a Virgin,1984-11-12,1985,Eighties,Autumn
Troublemaker (feat. Flo Rida),2012-11-26,2013,new millennium,Autumn
Change of Heart,1986-10-14,1987,Eighties,Autumn
You Know You Like It,2021-05-14,2021,new millennium,Spring
We Run The Night,2011-01-01,2012,new millennium,Winter
Harden My Heart,1981-01-01,1982,Eighties,Winter
Our Day Will Come,1963-01-01,1963,Sixties,Winter
25 or 6 to 4 - 2002 Remaster,1970-01-26,1970,Seventies,Winter
Let Me Go,2012-01-01,2012,new millennium,Winter
Run It! (feat. Juelz Santana),2005-05-08,2005,new millennium,Spring
Step In the Name of Love - Remix,2003-06-08,2003,new millennium,Summer
Teardrops On My Guitar - Radio Single Remix,2006-10-24,2008,new millennium,Autumn
Be With You,1999-11-23,2000,Nighnties,Autumn
Why Do Fools Fall In Love?,2017-06-15,2017,new millennium,Summer
Shake You Down,1986-02-01,1987,Eighties,Winter
Wildfire,1982-07-17,1982,Eighties,Summer
As I Lay Me Down,1994-07-21,1995,Nighnties,Summer
Amazed,1999-07-12,1999,Nighnties,Summer
My Happiness,2005-06-14,2005,new millennium,Summer
Nothin',2002-01-01,2002,new millennium,Winter
Temptation (Tim-Tayshun),2007-01-01,2007,new millennium,Winter
"Theme From ""The Apartment""",2009-01-01,2009,new millennium,Winter
"Shake, Rattle And Roll",1955-12-19,1955,Fifties,Winter
It's Now Or Never,1981-06-01,1981,Eighties,Summer
Part Of Me,2012-01-01,2012,new millennium,Winter
Hungry,1966-11-28,1966,Sixties,Autumn
Crazy,2000-01-01,2001,new millennium,Winter
Oh Very Young,1974-01-01,1974,Seventies,Winter
Kiss Kiss (feat. T-Pain),2007-11-06,2007,new millennium,Autumn
She Will Be Loved - Radio Mix,2002-03-16,2005,new millennium,Spring
Romeo & Juliet,2020-07-03,2020,new millennium,Summer
Can't Stop (Originally Performed by After 7) [Karaoke Version],2016-01-22,2016,new millennium,Winter
Believe,1995-03-17,1995,Nighnties,Spring
Waiting On A Friend - Remastered 2009,1981-08-24,1982,Eighties,Summer
It's All Coming Back to Me Now,1996-03-11,1996,Nighnties,Spring
Back Then,2005-04-19,2005,new millennium,Spring
I Just Want To Be Your Everything,1977-09-09,1977,Seventies,Autumn
Rhiannon,1975-07-11,1976,Seventies,Summer
Black Horse And The Cherry Tree,2005-01-01,2006,new millennium,Winter
Dancing Queen,1976-05-17,1977,Seventies,Spring
Easy Loving (Originally Performed by Freddie Hart) [Karaoke Version],2016-07-07,2016,new millennium,Summer
Me & U,2006-08-07,2006,new millennium,Summer
Funny Face,1998-12-29,1998,Nighnties,Winter
Mama's Broken Heart,2011-11-01,2013,new millennium,Autumn
One More Night - 2016 Remaster,1985-01-25,1985,Eighties,Winter
Boogie Oogie Oogie - Remastered 2004,1978-05-19,1978,Seventies,Spring
Kookie Kookie (Lend Me Your Comb),2005-07-26,2005,new millennium,Summer
Obsessed,2009-09-29,2009,new millennium,Autumn
Dazzey Duks,1992-03-18,1993,Nighnties,Spring
Bad At Love,2017-06-02,2018,new millennium,Summer
U Remind Me,2001-08-07,2001,new millennium,Summer
Need You Now,2010-01-01,2010,new millennium,Winter
Do What I Want,2016-08-10,2016,new millennium,Summer
Neutron Dance,1983-04-01,1985,Eighties,Spring
Player's Anthem,1995-08-15,1995,Nighnties,Summer
Funky Worm,1972-12-01,1973,Seventies,Winter
Dreamin',1960-09-24,1960,Sixties,Autumn
Nobody Knows,1996-01-16,1996,Nighnties,Winter
Tema de Tracy,2013-05-13,2013,new millennium,Spring
Best Song Ever,2013-11-25,2013,new millennium,Autumn
"Bad, Bad Leroy Brown",1973-07-01,1973,Seventies,Summer
Love Touch (Theme from Legal Eagles),1986-04-07,1986,Eighties,Spring
Sh-Boom,1996-07-16,1996,Nighnties,Summer
Chick-a-Boom (Don't Ya Jes' Love It),2014-07-04,2014,new millennium,Summer
Come Dancing,1983-05-24,1983,Eighties,Spring
How Deep Is Your Love,1998-01-01,1998,Nighnties,Winter
Wipe Out - Hit Version / Extended Ending,2008-01-01,2008,new millennium,Winter
Juicy,2019-11-07,2020,new millennium,Autumn
One Track Mind,1961-09-14,1961,Sixties,Autumn
"That Lady, Pts. 1 & 2",1973-08-21,1973,Seventies,Summer
Understanding,1993-10-12,1994,Nighnties,Autumn
Bohemian Rhapsody - Remastered 2011,1975-11-21,1992,Seventies,Autumn
The Rhythm of the Night,1995-05-16,1995,Nighnties,Spring
Damn I Wish I Was Your Lover,1992-04-06,1992,Nighnties,Spring
Nobody (feat. Athena Cage),1996-07-18,1997,Nighnties,Summer
How Do You Sleep? - Radio Edit Remix,2008-07-17,2009,new millennium,Summer
It's Still Rock and Roll to Me,1980-03-12,1980,Eighties,Spring
Constantly,1994-01-01,1995,Nighnties,Winter
If Ever You're in My Arms Again,2005-03-22,2005,new millennium,Spring
Wanted,2011-07-21,2013,new millennium,Summer
Rock Wit'cha,1988-01-01,1989,Eighties,Winter
Young Turks - 2008 Remaster,2008-11-17,2008,new millennium,Autumn
Get Like Me,2008-08-17,2008,new millennium,Summer
Higher Love,1986-06-30,1988,Eighties,Summer
Cruisin' Down the Highway,1974-06-16,1974,Seventies,Summer
Miss You,2002-12-10,2003,new millennium,Winter
I'm On Fire,1984-06-04,1984,Eighties,Summer
I'm Not In Love,2023-04-20,2023,new millennium,Spring
Private Dancer - 2015 Remaster,1984-05-29,1985,Eighties,Spring
The Whole World (feat. Killer Mike),2001-10-04,2002,new millennium,Autumn
Wifey - Club Mix/Dirty Version,2000-06-20,2000,new millennium,Summer
Rich Girl,1976-08-01,2005,Seventies,Summer
One Too Many,2020-09-16,2021,new millennium,Autumn
"Keep On, Keepin' On (feat. Xscape)",1996-08-14,1996,Nighnties,Summer
Everyday Is A Winding Road,1996-01-01,1997,Nighnties,Winter
My Cup Runneth Over,2001-08-06,2001,new millennium,Summer
If You Love Me (Let Me Know),1974-05-01,1974,Seventies,Spring
Love Like This,1998-06-13,1999,Nighnties,Summer
We're All Alone,1977-03-01,1978,Seventies,Spring
Funky Broadway,1967-05-14,1967,Sixties,Spring
Alfie,1967-05-11,1967,Sixties,Spring
Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,2021-01-21,2021,new millennium,Winter
Get Down Tonight - 2004 Remaster,1975-08-18,1975,Seventies,Summer
Lullaby,1998-09-15,1999,Nighnties,Autumn
Have You Never Been Mellow,1975-10-17,1975,Seventies,Autumn
Dance with Me,2000-09-19,2000,new millennium,Autumn
Anniversary,1997-01-01,1997,Nighnties,Winter
Don't Mess With Bill (Originally Performed By the Marvelettes) - Karaoke Version,2015-02-12,2015,new millennium,Winter
Dreamtime,1986-04-23,1986,Eighties,Spring
Cross My Broken Heart,2001-01-01,2001,new millennium,Winter
Who Can It Be Now?,1981-11-09,1982,Eighties,Autumn
Get Ur Freak On,2001-05-14,2001,new millennium,Spring
Black And White,1993-12-07,1993,Nighnties,Winter
Gimme the Light,2022-11-11,2022,new millennium,Autumn
Running With The Night - Single Version,1992-01-01,1992,Nighnties,Winter
Love Letters In The Sand - Single Version,1993-01-01,1993,Nighnties,Winter
High Noon (Do Not Forsake Me),1955-02-14,1955,Fifties,Winter
Shangri-La,2014-11-12,2014,new millennium,Autumn
The Twelfth Of Never,1973-03-17,1973,Seventies,Spring
Fly Like an Eagle,1996-11-12,1997,Nighnties,Autumn
It Was A Good Day,1992-11-17,1993,Nighnties,Autumn
"Tonight My Love, Tonight",2000-10-03,2000,new millennium,Autumn
Do It ('Til You're Satisfied),1974-06-14,1975,Seventies,Summer
Back 2 Good,1996-10-01,1999,Nighnties,Autumn
O Dio Mio,1960-01-01,1960,Sixties,Winter
(How Much Is That) Doggie In The Window,1960-09-07,1960,Sixties,Autumn
Gimme Gimme Good Lovin',1969-04-17,1969,Sixties,Spring
Hazy Shade of Winter,1990-01-01,1990,Nighnties,Winter
Rockin' Roll Baby,1973-10-23,1974,Seventies,Autumn
Starting All Over Again,2008-01-01,2008,new millennium,Winter
Drowning (feat. Kodak Black),2017-09-29,2017,new millennium,Autumn
Eyes On You,2017-11-17,2019,new millennium,Autumn
Trippin',1998-10-27,1999,Nighnties,Autumn
Diva,2008-11-14,2009,new millennium,Autumn
Quarter To Three,1998-01-01,1998,Nighnties,Winter
Nasty Freestyle,2015-05-04,2015,new millennium,Spring
WAIT FOR U (feat. Drake & Tems),2022-04-29,2022,new millennium,Spring
Takin' Care Of Business,1973-12-01,1974,Seventies,Winter
Team,2013-09-27,2014,new millennium,Autumn
We Be Burnin',2005-09-26,2006,new millennium,Autumn
Thank You,1994-01-01,1995,Nighnties,Winter
Hero (feat. Josey Scott),2003-05-10,2003,new millennium,Spring
Crying,1978-12-01,1981,Seventies,Winter
Broccoli,2016-04-06,2016,new millennium,Spring
Shoo-Be-Doo-Be-Doo-Da-Day,1968-12-01,1968,Sixties,Winter
Stay With Me,2014-05-26,2014,new millennium,Spring
Yellow River,1970-06-11,1970,Seventies,Summer
Hey Nineteen,1980-05-11,1981,Eighties,Spring
Show and Tell - Rerecorded,2009-01-01,2009,new millennium,Winter
Ghetto Cowboy,2022-06-17,2022,new millennium,Summer
Country Grammar (Hot Shit),2000-06-27,2000,new millennium,Summer
Come Go With Me,1997-01-01,1997,Nighnties,Winter
It Only Hurts for a Little While,1950-11-26,1956,Fifties,Autumn
Stressed Out,2015-05-15,2016,new millennium,Spring
You Are So Beautiful,1974-01-01,1975,Seventies,Winter
Come And Get It - Remastered 2010,1970-01-09,1970,Seventies,Winter
Starboy,2016-11-25,2017,new millennium,Autumn
Say Hey (I Love You) (feat. Cherine Tanya Anderson),2008-09-09,2009,new millennium,Autumn
Hemorrhage (In My Hands),2000-09-19,2001,new millennium,Autumn
Come Undone,1993-02-15,1993,Nighnties,Winter
The Way I Live - Main Explicit,2006-01-01,2007,new millennium,Winter
Every Day of the Week,1994-09-23,1995,Nighnties,Autumn
My Love Is Like...Wo,2003-01-01,2003,new millennium,Winter
Wake Me Up,2013-01-01,2013,new millennium,Winter
Big S**t Poppin' [Do It],2007-06-11,2007,new millennium,Summer
Wish You Were Here,2010-03-22,2010,new millennium,Spring
50 Ways to Leave Your Lover,1975-10-25,1976,Seventies,Autumn
