Song,Album Release Date,Hot100 Ranking Year,Decade,Season
Maps,2014-09-02,2014,new millennium,Autumn
Shut Up and Dance,2014-12-02,2015,new millennium,Winter
Night Changes,2014-11-17,2015,new millennium,Autumn
#Beautiful,2014-05-23,2014,new millennium,Spring
Anaconda,2014-12-15,2014,new millennium,Winter
The Man,2014-01-01,2014,new millennium,Winter
Bad Blood,2014-10-27,2015,new millennium,Autumn
House Party,2014-10-27,2015,new millennium,Autumn
The Hanging Tree,2014-11-24,2015,new millennium,Autumn
Bartender,2014-09-30,2014,new millennium,Autumn
One Last Time,2014-08-25,2015,new millennium,Summer
Take Me to Church,2014-09-19,2015,new millennium,Autumn
Bang Bang - Imanos & Gramercy Remix,2014-09-30,2014,new millennium,Autumn
Stay With Me,2014-05-26,2014,new millennium,Spring
American Kids,2014-09-22,2014,new millennium,Autumn
Bang Bang - Imanos & Gramercy Remix,2014-09-30,2015,new millennium,Autumn
Boom Clap,2014-12-15,2014,new millennium,Winter
The Heart Wants What It Wants,2014-01-01,2015,new millennium,Winter
Blame It On The Bossa Nova,2014-01-01,2014,new millennium,Winter
Bailando - Spanish Version,2014-01-01,2014,new millennium,Winter
Me And My Broken Heart,2014-01-01,2014,new millennium,Winter
Tell Me a Story - Single Version,2014-04-18,2014,new millennium,Spring
I Don't Mind (feat. Juicy J),2014-11-21,2015,new millennium,Autumn
Black Widow,2014-01-01,2014,new millennium,Winter
Summer,2014-10-31,2014,new millennium,Autumn
"Honey, I'm Good.",2014-08-05,2015,new millennium,Summer
"Happy - From ""Despicable Me 2""",2014-03-03,2014,new millennium,Spring
Set Adrift on Memory Bliss (Re-Recorded),2014-03-01,2014,new millennium,Spring
This Guy/This Girl's In Love With You,2014-10-27,2014,new millennium,Autumn
Sing,2014-06-21,2014,new millennium,Summer
Show Me (feat. Chris Brown),2014-01-06,2014,new millennium,Winter
Leave The Night On,2014-10-27,2014,new millennium,Autumn
Waves - Robin Schulz Remix,2014-11-13,2015,new millennium,Autumn
"Easy Come, Easy Go",2014-12-03,2014,new millennium,Winter
Because I Love You (The Postman Song),2014-02-04,2014,new millennium,Winter
Sea Of Love,2014-01-01,2014,new millennium,Winter
Rude,2014-06-25,2014,new millennium,Summer
Burnin' It Down,2014-10-07,2014,new millennium,Autumn
Come with Me Now,2014-01-27,2014,new millennium,Winter
Riptide,2014-09-09,2015,new millennium,Autumn
Doin' What Comes Natur'lly,2014-09-02,2014,new millennium,Autumn
Partition,2014-11-24,2014,new millennium,Autumn
The Monkey Time,2014-08-18,2014,new millennium,Summer
Shower,2014-04-23,2014,new millennium,Spring
Fancy,2014-01-01,2014,new millennium,Winter
Gotham City - Remix,2014-05-19,2014,new millennium,Spring
Remind Me (In the Style of Brad Paisley and Carrie Underwood) [Karaoke Version],2014-05-23,2014,new millennium,Spring
Girl Crush,2014-10-21,2015,new millennium,Autumn
Don't Lie (Originally Performed By the Black Eyed Peas) - Tribute Version,2014-04-16,2014,new millennium,Spring
La La La,2014-01-01,2014,new millennium,Winter
Break Free,2014-08-25,2014,new millennium,Summer
"Um, Um, Um, Um, Um, Um",2014-08-18,2014,new millennium,Summer
Love Never Felt So Good - DM CLASSIC RADIO MIX,2014-07-08,2014,new millennium,Summer
11-Jul,2014-11-24,2015,new millennium,Autumn
Somebody,2014-01-06,2015,new millennium,Winter
Style,2014-10-27,2015,new millennium,Autumn
Song Sung Blue,2014-07-08,2014,new millennium,Summer
Witch Doctor,2014-10-07,2014,new millennium,Autumn
I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,2014-09-16,2014,new millennium,Autumn
Drunk in Love (feat. Jay-Z),2014-11-24,2014,new millennium,Autumn
Problem,2014-08-25,2014,new millennium,Summer
Bottoms Up,2014-01-01,2014,new millennium,Winter
Counting Stars,2014-01-01,2014,new millennium,Winter
CoCo,2014-11-10,2015,new millennium,Autumn
Music of My Heart (Karaoke Version) - Originally Performed By N Sync & Gloria Estefan,2014-03-24,2014,new millennium,Spring
Lifestyle,2014-06-05,2014,new millennium,Summer
Habits (Stay High),2014-01-01,2014,new millennium,Winter
Shangri-La,2014-11-12,2014,new millennium,Autumn
Sugar,2014-09-02,2015,new millennium,Autumn
Ya Ya,2014-08-15,2014,new millennium,Summer
Am I Wrong,2014-06-17,2014,new millennium,Summer
Try Again,2014-08-18,2014,new millennium,Summer
Can't Remember to Forget You (feat. Rihanna),2014-03-13,2014,new millennium,Spring
Shake It Off,2014-10-27,2015,new millennium,Autumn
You Won't Be Satisfied Until You Break My Heart,2014-05-05,2014,new millennium,Spring
Animals,2014-09-02,2014,new millennium,Autumn
Only,2014-12-15,2015,new millennium,Winter
Yellow Submarine,2014-01-01,2014,new millennium,Winter
Post to Be (feat. Chris Brown & Jhene Aiko),2014-12-02,2015,new millennium,Winter
Loyal (feat. Lil Wayne & Tyga),2014-09-16,2014,new millennium,Autumn
Mexico,2014-09-19,2014,new millennium,Autumn
How Do You Do?,2014-10-24,2014,new millennium,Autumn
Habits (Stay High),2014-01-01,2015,new millennium,Winter
Hot Boy,2014-07-25,2014,new millennium,Summer
Chick-a-Boom (Don't Ya Jes' Love It),2014-07-04,2014,new millennium,Summer
Key Largo,2014-07-23,2014,new millennium,Summer
I Don't Dance,2014-09-09,2014,new millennium,Autumn
Don't You Want Me? (In the Style of the Human League) [Karaoke Version],2014-06-15,2014,new millennium,Summer
No Mediocre (feat. Iggy Azalea),2014-10-17,2014,new millennium,Autumn
Amnesia,2014-06-27,2014,new millennium,Summer
Blank Space,2014-10-27,2015,new millennium,Autumn
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2014-11-24,2015,new millennium,Autumn
Can't Smile Without You (In the Style of Barry Manilow) [Karaoke Version],2014-07-15,2014,new millennium,Summer
Believe Me,2014-05-28,2014,new millennium,Spring
In My Little Corner of the World,2014-02-15,2014,new millennium,Winter
Take Your Time,2014-10-27,2015,new millennium,Autumn
Tuesday (feat. Drake),2014-12-15,2015,new millennium,Winter
Go Now,2014-12-15,2014,new millennium,Winter
Counting Stars,2014-01-01,2014,new millennium,Winter
Torn Between Two Lovers,2014-02-20,2014,new millennium,Winter
Budapest,2014-06-30,2015,new millennium,Summer
The Gypsy - 78rpm Version,2014-04-18,2014,new millennium,Spring
New Flame (feat. Usher & Rick Ross),2014-09-16,2014,new millennium,Autumn
Open The Door,2014-11-14,2014,new millennium,Autumn
You Keep Me Hangin' On,2014-06-11,2014,new millennium,Summer
Na Na,2014-07-01,2014,new millennium,Summer
She Looks So Perfect,2014-06-27,2014,new millennium,Summer
How Deep Is Your Love - Calvin Harris & R3hab Remix,2015-08-07,2015,new millennium,Summer
My Way (feat. Monty),2015-09-25,2015,new millennium,Autumn
Lay Me Down,2015-11-06,2015,new millennium,Autumn
Watch Me (Whip / Nae Nae),2015-05-04,2015,new millennium,Spring
Little Bit O' Soul (Originally Performed by Music Explosion) [Karaoke Version],2015-09-15,2015,new millennium,Autumn
"Me, Myself & I",2015-12-04,2016,new millennium,Winter
Don't Look Back (Originally Performed by Boston) [Karaoke Version],2015-08-11,2015,new millennium,Summer
Back To Back,2015-07-31,2015,new millennium,Summer
Huggin' and Chalkin',2015-05-19,2015,new millennium,Spring
Same Old Love,2015-10-09,2016,new millennium,Autumn
Couldn't Get it Right (Originally Performed by Climax Blues Band) [Karaoke Version],2015-08-11,2015,new millennium,Summer
Laurie (Strange Things Happen),2015-06-13,2015,new millennium,Summer
Die A Happy Man,2015-01-01,2016,new millennium,Winter
Water Under the Bridge,2015-11-20,2017,new millennium,Autumn
Ghost,2015-01-13,2015,new millennium,Winter
I'm Still in Love with You (Originally Performed by Al Green) - Karaoke Version,2015-04-23,2015,new millennium,Spring
Ain't Even Done with the Night (In the Style of John Cougar) [Karaoke Version],2015-08-04,2015,new millennium,Summer
Don't Cry (In the Style of Asia) [Karaoke Version],2015-07-22,2015,new millennium,Summer
Don't Mess With Bill (Originally Performed By the Marvelettes) - Karaoke Version,2015-02-12,2015,new millennium,Winter
Roses,2015-06-16,2016,new millennium,Summer
Perfect,2015-11-13,2016,new millennium,Autumn
Lean On,2015-11-27,2016,new millennium,Autumn
I'm Not the Only One - As Originally Performed By Sam Smith,2015-03-20,2015,new millennium,Spring
679 (feat. Remy Boyz),2015-06-29,2016,new millennium,Summer
On My Mind,2015-11-06,2016,new millennium,Autumn
Uptown Funk (feat. Bruno Mars),2015-01-12,2015,new millennium,Winter
Hit the Quan - Original Version,2015-10-09,2015,new millennium,Autumn
Sorry,2015-11-13,2016,new millennium,Autumn
Heartbeat Song,2015-02-27,2015,new millennium,Winter
Stressed Out,2015-05-15,2016,new millennium,Spring
Antidote,2015-09-04,2016,new millennium,Autumn
Worth It (feat. Kid Ink),2015-01-30,2015,new millennium,Winter
"Love Me Like You Do - From ""Fifty Shades Of Grey""",2015-11-06,2015,new millennium,Autumn
Kick The Dust Up,2015-08-07,2015,new millennium,Summer
Hello,2015-11-20,2016,new millennium,Autumn
My House,2015-04-07,2016,new millennium,Spring
Unsteady,2015-06-30,2016,new millennium,Summer
Don't Sleep in the Subway (Originally Performed By Petula Clark) - Karaoke Version,2015-03-17,2015,new millennium,Spring
Nasty Freestyle,2015-05-04,2015,new millennium,Spring
All About That Bass,2015-01-09,2015,new millennium,Winter
"Woodstock (Originally Performed by Crosby, Stills, Nash & Young) [Karaoke Version]",2015-10-23,2015,new millennium,Autumn
See You Again (feat. Charlie Puth),2015-06-11,2016,new millennium,Summer
Exchange,2015-10-02,2016,new millennium,Autumn
Truffle Butter,2015-01-23,2015,new millennium,Winter
Classic Man (feat. Roman GianArthur),2015-02-03,2015,new millennium,Winter
I Don't Fuck With You,2015-02-24,2015,new millennium,Winter
Jealous,2015-11-20,2015,new millennium,Autumn
Ex's & Oh's,2015-02-13,2016,new millennium,Winter
Scars To Your Beautiful,2015-11-13,2017,new millennium,Autumn
All Eyes on You (feat. Chris Brown & Nicki Minaj),2015-06-29,2015,new millennium,Summer
Cool for the Summer,2015-01-01,2015,new millennium,Winter
All About That Bass,2015-01-09,2015,new millennium,Winter
Chains,2015-11-20,2015,new millennium,Autumn
oui,2015-12-04,2016,new millennium,Winter
I'm in Love Again (Originally Performed by Fats Domino) [Karaoke Version],2015-11-12,2015,new millennium,Autumn
Just Don't Want to Be Lonely,2015-11-13,2015,new millennium,Autumn
Don't Give up on Us (Originally Performed by David Soul) [Karaoke Version],2015-08-11,2015,new millennium,Summer
The Hills,2015-08-28,2015,new millennium,Summer
Can't You See That She's Mine (Originally Performed By the Dave Clark Five) - Karaoke Version,2015-02-11,2015,new millennium,Winter
When We Were Young,2015-11-20,2016,new millennium,Autumn
No Type,2015-01-06,2015,new millennium,Winter
Get It On Tonite,2015-09-25,2015,new millennium,Autumn
Love Yourself,2015-11-13,2016,new millennium,Autumn
Renegades,2015-06-30,2015,new millennium,Summer
Time Of Our Lives - Radio Edit,2015-05-04,2015,new millennium,Spring
Hymn for the Weekend,2015-12-04,2016,new millennium,Winter
Chandelier,2015-05-04,2015,new millennium,Spring
Where Are Ü Now (with Justin Bieber),2015-02-24,2015,new millennium,Winter
"FourFiveSeconds - Tribute to Rihanna, Kanye West and Paul McCartney",2015-02-06,2015,new millennium,Winter
Adventure of a Lifetime,2015-12-04,2016,new millennium,Winter
Slow Motion,2015-06-23,2015,new millennium,Summer
Let's Ride,2015-09-25,2015,new millennium,Autumn
She Knows,2015-01-20,2015,new millennium,Winter
Here,2015-11-13,2015,new millennium,Autumn
A Groovy Kind of Love - Remastered,2015-11-05,2015,new millennium,Autumn
Blessings,2015-02-24,2015,new millennium,Winter
Masterpiece,2015-10-01,2015,new millennium,Autumn
Hands To Myself,2015-10-09,2016,new millennium,Autumn
The Wayward Wind,2015-08-21,2015,new millennium,Summer
Don't Stand so Close to Me (In the Style of The Police) [Karaoke Version],2015-08-04,2015,new millennium,Summer
Watch Me (Whip / Nae Nae),2015-05-04,2016,new millennium,Spring
Dear Future Husband,2015-01-09,2015,new millennium,Winter
Godzilla,2015-01-13,2020,new millennium,Winter
"Flex (Ooh, Ooh, Ooh)",2015-02-10,2015,new millennium,Winter
Ayo - Tribute to Tyga and Chris Brown,2015-02-05,2015,new millennium,Winter
Ain’t No Sunshine - Lido Remix,2015-05-26,2015,new millennium,Spring
Another Brick in the Wall (Part II) [In the Style of Pink Floyd] {Karaoke Version},2015-08-04,2015,new millennium,Summer
Love Me Harder (Originally Performed by Ariana Grande and The Weeknd) [Karaoke Version],2015-02-27,2015,new millennium,Winter
Uma Thurman,2015-01-20,2015,new millennium,Winter
679 (feat. Remy Boyz),2015-06-29,2015,new millennium,Summer
Earned It (Fifty Shades Of Grey),2015-08-28,2015,new millennium,Summer
"You've Made Me so Very Happy (Originally Performed by Blood, Sweat & Tears) [Karaoke Version]",2015-10-30,2015,new millennium,Autumn
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,2015-02-10,2015,new millennium,Winter
Elastic Heart,2015-05-04,2015,new millennium,Spring
Jumpman,2015-09-20,2016,new millennium,Autumn
Hello,2015-11-20,2015,new millennium,Autumn
Want to Want Me,2015-05-29,2015,new millennium,Spring
Lips Are Movin,2015-01-09,2015,new millennium,Winter
Like I'm Gonna Lose You (feat. John Legend),2015-01-09,2016,new millennium,Winter
Real Good Man,2015-06-16,2015,new millennium,Summer
Stitches,2015-04-14,2015,new millennium,Spring
I'll Never Fall in Love Again (Originally Performed By Tom Jones) - Karaoke Version,2015-03-17,2015,new millennium,Spring
Centuries,2015-01-20,2015,new millennium,Winter
The Hills,2015-08-28,2016,new millennium,Summer
Cheerleader - Felix Jaehn Remix Radio Edit,2015-10-16,2015,new millennium,Autumn
GDFR (feat. Sage the Gemini & Lookas),2015-04-07,2015,new millennium,Spring
Lean On,2015-11-27,2015,new millennium,Autumn
You're The One That I Want (Originally Performed by John Travolta & Olivia Newton-John) - Karaoke Version,2015-07-22,2015,new millennium,Summer
Don't Tell 'Em,2015-12-04,2015,new millennium,Winter
Chandelier,2015-05-04,2015,new millennium,Spring
Drag Me Down,2015-11-13,2015,new millennium,Autumn
Back To Sleep,2015-12-18,2016,new millennium,Winter
Bitch Better Have My Money,2015-03-26,2015,new millennium,Spring
Ex's & Oh's,2015-02-13,2015,new millennium,Winter
Cut It (feat. Young Dolph),2015-09-25,2016,new millennium,Autumn
Like I'm Gonna Lose You (feat. John Legend),2015-01-09,2015,new millennium,Winter
Ride,2015-05-15,2016,new millennium,Spring
Stumblin' In (In the Style of Chris Norman & Suzi Quatro) [Karaoke Version],2015-08-04,2015,new millennium,Summer
Kind of a Drag,2015-05-06,2015,new millennium,Spring
Talk To Me,2015-03-10,2015,new millennium,Spring
Humble And Kind,2015-01-01,2016,new millennium,Winter
Sweet City Woman (Originally Performed by Stampeders) [Karaoke Version],2015-10-23,2015,new millennium,Autumn
"i hate u, i love u (feat. olivia o'brien)",2016-03-25,2016,new millennium,Spring
"You Don't Have to Be a Star (To Be in My Show) [Originally Performed by Marilyn McCoo & Billy Davis, Jr] {Karaoke Version}",2016-01-29,2016,new millennium,Winter
Side To Side,2016-05-20,2017,new millennium,Spring
Broccoli,2016-04-06,2016,new millennium,Spring
White Iverson,2016-12-09,2016,new millennium,Winter
PILLOWTALK,2016-03-25,2016,new millennium,Spring
Hotline Bling,2016-05-06,2016,new millennium,Spring
Don't Walk Away (Originally Performed by Jade) [Karaoke Version],2016-01-22,2016,new millennium,Winter
I'm so Proud (Originally Performed by The Impressions) [Karaoke Version],2016-09-08,2016,new millennium,Autumn
Tiimmy Turner,2016-07-22,2016,new millennium,Summer
Say It,2016-08-19,2016,new millennium,Summer
Cheap Thrills,2016-10-21,2016,new millennium,Autumn
Ask of You (Originally Performed by Raphael Saadiq) [Karaoke Version],2016-01-15,2016,new millennium,Winter
H.O.L.Y.,2016-08-26,2016,new millennium,Summer
Say You Won't Let Go,2016-10-28,2017,new millennium,Autumn
Don't Worry (Originally Performed by Marty Robbins) [Karaoke Version],2016-07-14,2016,new millennium,Summer
Starboy,2016-11-25,2016,new millennium,Autumn
Wicked,2016-04-13,2016,new millennium,Spring
The Fly - 2016 Re-Recorded Version,2016-09-16,2016,new millennium,Autumn
That's What I Like,2016-11-17,2017,new millennium,Autumn
Panda,2016-02-26,2016,new millennium,Winter
Close,2016-06-10,2016,new millennium,Summer
Sorry,2016-04-23,2016,new millennium,Spring
Closer,2016-07-29,2016,new millennium,Summer
7 Years,2016-04-01,2016,new millennium,Spring
We'll Sing in the Sunshine (Originally Performed by Gale Garnett) [Karaoke Version],2016-09-08,2016,new millennium,Autumn
Give It Up,2016-03-11,2016,new millennium,Spring
Animals - Radio Edit,2016-12-16,2016,new millennium,Winter
24K Magic,2016-11-17,2017,new millennium,Autumn
Can't Stop the Feeling (Karaoke Version) [Originally Performed By Justin Timberlake],2016-07-11,2016,new millennium,Summer
Chariots Of Fire,2016-11-18,2016,new millennium,Autumn
Slippin' Around (Duet) [Originally Performed by Margaret Whiting & Jimmy Wakely] {Karaoke Version},2016-08-11,2016,new millennium,Summer
My Happiness (feat. Fiona Prine),2016-09-30,2016,new millennium,Autumn
Snap Your Fingers,2016-05-06,2016,new millennium,Spring
Don’t Dream It’s Over - Home Demo,2016-01-01,2016,new millennium,Winter
Don't Let Me Down,2016-02-05,2016,new millennium,Winter
Let's Think About Living,2016-10-28,2016,new millennium,Autumn
goosebumps,2016-09-16,2017,new millennium,Autumn
