Song,Artist(s) Genres,Genres count,Weight,total weight of genres
Spanish Harlem,"{' classic soul', 'soul', ' southern soul', ' jazz blues', 'classic soul', ' memphis soul', ' vocal jazz', ' soul'}",8,1339,10712
"Up Where We Belong - From ""An Officer And A Gentleman""","{'heartland rock', ' soft rock', ' blues rock', ' rock', ' classic rock', ' album rock', ' mellow gold', ' folk rock', ' singer-songwriter'}",9,4367,39303
Live to Tell,"{' pop', 'dance pop', ' dance pop', 'pop'}",4,2079,8316
Galway Bay,"{'adult standards', ' lounge', ' easy listening'}",3,388,1164
Young Forever,"{' rap', ' gangster rap', 'east coast hip hop', ' hip hop', ' pop rap'}",5,1541,7705
The Way We Were,"{'operatic pop', ' adult standards'}",2,433,866
Snoopy Vs. The Red Baron,{'bubblegum pop'},1,47,47
Act Up,"{'scam rap', ' trap queen'}",2,48,96
Lifestyle,"{' atl trap', 'melodic rap', ' trap', ' rap', ' gangster rap', ' atl hip hop', ' southern hip hop'}",7,1461,10227
Turn Your Love Around,"{' soul jazz', ' jazz funk', 'jazz guitar', ' yacht rock', ' smooth jazz'}",5,196,980
Swinging School,"{' rock-and-roll', ' bubblegum pop', 'doo-wop', ' adult standards', ' rockabilly'}",5,1229,6145
Brand New Key,"{' folk', 'persian pop'}",2,175,350
The Logical Song - Remastered 2010,"{' rock', ' piano rock', 'art rock', ' album rock', ' soft rock', ' glam rock', ' classic rock', ' symphonic rock', ' mellow gold', ' progressive rock'}",10,3596,35960
Anything for You (In the Style of Gloria Estefan and Miami Sound Machine) [Karaoke Version],{'karaoke'},1,177,177
Macarena,{'tropical'},1,4,4
All Day and All of the Night,"{' psychedelic rock', 'protopunk', ' art rock', ' rock', ' album rock', ' folk rock', ' singer-songwriter', ' protopunk', 'folk rock', ' glam rock', ' classic rock', ' british invasion'}",12,3173,38076
Take Me Home - 2016 Remaster,"{' rock drums', 'soft rock'}",2,268,536
Puppy Love,"{' easy listening', ' canadian pop', 'easy listening', 'adult standards', 'canadian pop', ' adult standards'}",6,1004,6024
Believer,"{' modern rock', ' rock', 'pop'}",3,1295,3885
"Surrender To Me - From ""Tequila Sunrise"" Soundtrack / Remastered",,0,0,0
Neither One Of Us (Wants To Be The First To Say Goodbye),"{' classic soul', 'soul', ' funk', ' quiet storm', ' disco', ' motown'}",6,1539,9234
Jezebel,"{' cowboy western', ' easy listening', 'rock-and-roll', ' adult standards'}",4,780,3120
Truly,{'soft rock'},1,253,253
Lucille,"{'country', ' classic country pop', ' nashville sound'}",3,139,417
How Do I Live,"{' country', 'country dawn', ' contemporary country', ' country road'}",4,478,1912
Mama Said,"{' classic girl group', ' rock-and-roll', 'doo-wop', ' motown', ' soul'}",5,995,4975
If You Had My Love,"{'urban contemporary', ' pop', ' dance pop'}",3,1206,3618
Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,"{' urban contemporary', ' r&b', ' boy band', ' rap', 'gangster rap', ' east coast hip hop', ' hardcore hip hop', ' hip hop', ' contemporary r&b', ' hip pop', ' harlem hip hop', ' atl hip hop', ' southern hip hop'}",13,3644,47372
Typical Male,"{'new wave pop', ' soft rock'}",2,1093,2186
Sin (It's No) Sin,{'british dance band'},1,5,5
"I’ll Be Loving You (Forever) (Live in Philadelphia, June 2022)",{'boy band'},1,22,22
This Is The Night,{'idol'},1,12,12
Lucid Dreams,"{'chicago rap', ' melodic rap', ' rap'}",3,681,2043
Please Don't Leave Me - DJ Sign & Manuel Voltera Remix,{'german house'},1,1,1
If You Really Love Me,"{'soul', ' motown', 'motown', ' soul'}",4,882,3528
Wild Ones (feat. Sia),"{' australian dance', 'dance pop', ' pop rap', ' pop', ' miami hip hop', ' australian pop'}",6,1397,8382
The Beach Boys Medley,,0,0,0
Uncle Albert / Admiral Halsey - Medley / 2012 Remaster,"{' classic uk pop', ' rock', ' classic rock', 'beatlesque'}",4,1343,5372
Just the Girl,"{' boy band', ' pixie', ' neon pop punk', 'pop punk'}",4,152,608
Smack That,"{' rap', 'dance pop', ' hip hop', ' detroit hip hop'}",4,1474,5896
Cheers (Drink To That),"{'pop', ' urban contemporary', 'urban contemporary', ' pop', ' barbadian pop'}",5,1885,9425
Can't Stay Away from You (In the Style of Gloria Estefan and Miami Sound Machine) [Karaoke Version],{'karaoke'},1,177,177
Beautiful People (feat. Khalid),"{' pop r&b', ' uk pop', 'pop'}",3,669,2007
Pound The Alarm,"{' queens hip hop', ' rap', ' hip pop', 'pop'}",4,1367,5468
Cindy's Birthday,{'deep adult standards'},1,52,52
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","{' pop dance', ' urban contemporary', ' r&b', ' dutch house', ' deep dance pop', ' progressive electro house', ' edm', 'electro house', ' miami hip hop', ' pop', ' dance pop', ' big room'}",12,2571,30852
Swalla (feat. Nicki Minaj & Ty Dolla $ign),"{' trap', ' r&b', ' queens hip hop', ' rap', ' trap soul', ' hip hop', ' southern hip hop', ' pop rap', 'hip pop', ' pop', ' dance pop'}",11,4012,44132
Superwoman Pt. II - Rap Version Remix,"{' urban contemporary', ' trap', ' r&b', ' rap', 'gangster rap', ' hip hop', ' contemporary r&b', ' hip pop', ' pop rap'}",9,3599,32391
Freak Like Me,"{' r&b', 'contemporary r&b'}",2,841,1682
When Will I See You Again,"{' classic girl group', 'motown', ' philly soul', ' disco'}",4,544,2176
Running Scared,"{' rock-and-roll', 'folk rock', ' classic rock', ' mellow gold', ' singer-songwriter', ' adult standards', ' rockabilly'}",7,2985,20895
Sunroof - Loud Luxury Remix,"{' tropical house', 'pop dance', ' edm'}",3,92,276
Girls Just Want to Have Fun,"{' soft rock', ' permanent wave', 'dance pop', ' new wave pop'}",4,1546,6184
Because I Love You (The Postman Song),{'freestyle'},1,11,11
Turn Back The Hands Of Time,"{' chicago soul', 'southern soul'}",2,46,92
Say You Will,"{'heartland rock', ' soft rock', ' glam metal', ' rock', ' classic rock', ' album rock', ' mellow gold', ' hard rock'}",8,4090,32720
What You Don't Know,"{' freestyle', 'new wave pop'}",2,338,676
Light My Fire,"{' psychedelic rock', ' classic rock', ' rock', ' acid rock', ' album rock', 'rock', 'acid rock', ' hard rock'}",8,2488,19904
Swear It Again - Radio Edit,{'boy band'},1,22,22
Life Is Good (feat. Drake),"{' toronto rap', ' trap', 'southern hip hop', ' rap', ' canadian hip hop', ' hip hop', ' canadian pop', ' atl hip hop'}",8,1926,15408
Ridin' Solo,"{' dance pop', 'pop'}",2,1142,2284
You Don't Mess Around with Jim,"{'heartland rock', ' soft rock', ' classic rock', ' mellow gold', ' folk rock', ' singer-songwriter', ' country rock', ' folk'}",8,3519,28152
Savin' Me,"{' canadian rock', 'alternative metal', 'post-grunge', ' post-grunge', ' alternative metal'}",5,234,1170
Wicked Game,{'mellow gold'},1,22,22
At This Moment,,0,0,0
GOOD TIME,,0,0,0
I'm On One,"{'dirty south rap', ' toronto rap', ' trap', ' rap', ' new orleans rap', ' canadian hip hop', ' gangster rap', ' hip hop', ' canadian pop', ' miami hip hop', ' pop rap', ' southern hip hop'}",12,2377,28524
Can't Stop this Thing We've Started (As Made Famous By Bryan Adams),{'karaoke'},1,177,177
Dirty Diana,"{' r&b', 'soul'}",2,955,1910
Midnight at the Oasis,,0,0,0
Georgia on My Mind,"{' soul blues', ' jazz blues', 'classic soul', ' piano blues', ' vocal jazz', ' soul'}",6,565,3390
E.I.,"{' rap', 'gangster rap', ' st louis rap', ' pop rap', ' urban contemporary', 'dance pop', ' gangster rap', ' hip hop', ' dance pop'}",9,3262,29358
Never Again,"{'talent show', ' talent show', ' pop', ' dance pop', 'pop'}",5,1772,8860
Around The Way Girl,"{'queens hip hop', ' rap', ' old school hip hop', ' east coast hip hop', ' hip hop', ' golden age hip hop'}",6,1250,7500
Show Me Love - Radio Version,"{' scandipop', ' swedish electropop', 'neo-synthpop', ' swedish pop', ' electropop', ' dance pop'}",6,601,3606
I Do!!,,0,0,0
Crack A Bottle (feat. Dr. Dre & 50 Cent),"{'queens hip hop', ' rap', ' east coast hip hop', ' gangster rap', ' hip hop', ' g funk', ' west coast rap', ' pop rap', ' detroit hip hop'}",9,1780,16020
Green Light (feat. André 3000),"{' urban contemporary', ' dirty south rap', 'neo soul', ' pop soul', ' atl hip hop', ' pop', ' southern hip hop'}",7,1818,12726
Shop Around,"{' classic soul', 'soul', ' quiet storm', 'classic soul', ' rhythm and blues', ' motown', ' soul'}",7,1429,10003
Wouldn’t It Be Nice,"{' psychedelic rock', ' baroque pop', 'folk rock', ' sunshine pop', ' rock', ' classic rock', ' orchestra', ' british orchestra', ' mellow gold'}",9,2486,22374
Turn Up the Music,"{' r&b', ' rap', 'rap', 'r&b'}",4,1322,5288
Southside,"{' urban contemporary', ' trap', ' r&b', 'southern hip hop', ' hip pop', ' dance pop'}",6,2323,13938
Give Me the Night,"{' soul jazz', ' jazz funk', 'jazz guitar', ' yacht rock', ' smooth jazz'}",5,196,980
I'm Ready,"{' urban contemporary', ' r&b', ' new jack swing', 'contemporary r&b'}",4,1636,6544
"Apples, Peaches, Pumpkin Pie",{'philly soul'},1,8,8
You Found Me,"{' neo mellow', ' piano rock', ' pop rock', 'neo mellow', ' pop', 'pop'}",6,1478,8868
The Climb,{'pop'},1,588,588
Say You Love Me,"{' soft rock', ' classic rock', ' album rock', 'rock', ' yacht rock'}",5,2296,11480
I Think We're Alone Now,"{'new wave pop', ' soft rock'}",2,1093,2186
Dynamite,"{' pop rap', ' dance pop', 'pop'}",3,1521,4563
Help Me (In the Style of Joni Mitchell) [Karaoke Version],{'karaoke'},1,177,177
These Eyes,"{'heartland rock', ' rock', ' classic canadian rock', ' album rock', ' folk rock', ' singer-songwriter', ' hard rock', ' soft rock', ' classic rock', ' mellow gold', ' country rock'}",11,4861,53471
Mississippi Queen,"{' psychedelic rock', ' electric blues', 'proto-metal', ' blues rock', ' classic rock', ' album rock', ' country rock', ' hard rock'}",8,2036,16288
Realize,"{' neo mellow', 'neo mellow', ' pop', ' dance pop', 'pop'}",5,1843,9215
Bad Habits,"{' uk pop', 'pop'}",2,656,1312
BREAK MY SOUL,"{' r&b', 'pop'}",2,1258,2516
Here and Now,"{'quiet storm', ' soul'}",2,340,680
All Of The Lights,"{' hip hop', 'chicago rap', ' rap'}",3,1117,3351
Wait (The Whisper Song),"{' dirty south rap', 'southern hip hop', ' crunk', ' atl hip hop', ' old school atlanta hip hop'}",5,601,3005
Right Thurr,"{' dirty south rap', ' r&b', ' crunk', ' pop rap', 'hip pop', ' southern hip hop'}",6,1679,10074
9 to 5,"{'country', ' country dawn', ' classic country pop'}",3,123,369
I’m So Excited - Live,"{'new wave pop', ' soft rock', ' disco', ' motown', ' hi-nrg', ' girl group'}",6,1756,10536
Everything Is Beautiful - 1970 #1 Billboard chart hit,"{'classic country pop', ' classic country pop', ' novelty', 'novelty'}",4,111,444
How 'Bout Us,{'yacht rock'},1,21,21
Brass in Pocket (As Made Famous By The Pretenders),{'karaoke'},1,177,177
Feel This Moment (feat. Christina Aguilera),"{' miami hip hop', ' dance pop', 'pop'}",3,1197,3591
I Can't Hold Back,"{' soft rock', ' glam metal', 'hard rock', ' album rock'}",4,1552,6208
Open Your Heart,"{'dance pop', ' pop', ' dance pop', 'pop'}",4,2079,8316
Help Me Make It Through The Night,"{'classic country pop', ' classic oklahoma country', ' outlaw country', ' nashville sound'}",4,88,352
Stupid Girls (Karaoke Version) - Originally Performed By Pink,{'karaoke'},1,177,177
Rags2Riches 2 (feat. Lil Baby),"{' atl trap', ' trap', ' rap', 'florida rap', ' atl hip hop'}",5,1154,5770
It's Over,"{' rock-and-roll', 'folk rock', ' classic rock', ' mellow gold', ' singer-songwriter', ' adult standards', ' rockabilly'}",7,2985,20895
Most Girls,,0,0,0
Nasty,"{' urban contemporary', ' r&b', 'dance pop'}",3,1637,4911
Are You Ready?,,0,0,0
Havana (feat. Young Thug),"{' atl trap', 'melodic rap', ' trap', ' rap', ' gangster rap', ' atl hip hop', ' pop', ' dance pop'}",8,2390,19120
RITMO (Bad Boys For Life),"{'dance pop', ' urbano latino', ' reggaeton colombiano', ' pop rap', ' trap latino', ' reggaeton', ' pop'}",7,1373,9611
"Where Do I Begin - Love Theme from ""Love Story""","{'easy listening', 'adult standards', ' adult standards', ' easy listening'}",4,826,3304
Wiggle (feat. Snoop Dogg),"{' rap', 'dance pop', ' gangster rap', ' hip hop', ' g funk', ' west coast rap', ' pop rap', ' pop'}",8,2559,20472
Tha Crossroads,"{' ohio hip hop', ' rap', 'gangster rap', ' hardcore hip hop', ' hip hop'}",5,1360,6800
My Humps - Originally Performed By Black Eyed Peas,,0,0,0
The Tijuana Jail - 1990 Digital Remaster,"{' american folk revival', 'folk', ' folk', 'american folk revival'}",4,204,816
Don't You Want Me? (In the Style of the Human League) [Karaoke Version],{'karaoke'},1,177,177
She's Got You - Single Version,{'nashville sound'},1,20,20
"Hey, Western Union Man","{' classic soul', 'soul', 'classic soul', ' chicago soul', ' motown', ' philly soul', ' soul'}",7,1244,8708
Runnin' Outta Moonlight,"{' country', ' contemporary country', 'country road'}",3,451,1353
Get It Poppin' (feat. Nelly) - Serban Main 4/20/05,"{' urban contemporary', ' dirty south rap', ' trap', ' rap', 'gangster rap', ' east coast hip hop', ' hardcore hip hop', ' hip hop', ' st louis rap', ' bronx hip hop', ' pop rap', ' dance pop'}",12,3526,42312
"My Truly, Truly Fair (with Mitch Miller & His Orchestra & Chorus)","{' deep adult standards', 'rock-and-roll'}",2,172,344
Heartbreak Hotel (feat. Faith Evans & Kelly Price),"{' urban contemporary', ' r&b', ' contemporary r&b', 'hip pop', ' dance pop'}",5,2272,11360
Big Bad John,"{' classic country pop', 'nashville sound'}",2,93,186
Nobody's Supposed to Be Here,"{' r&b', ' vocal house', ' contemporary r&b', ' canadian pop', 'urban contemporary'}",5,1169,5845
Smoke Gets In Your Eyes,"{' rock-and-roll', ' easy listening', 'rockabilly', 'rock-and-roll', ' adult standards', ' rockabilly'}",6,1393,8358
Hey Little Cobra,"{'classic garage rock', ' surf music', ' bubblegum pop'}",3,211,633
Hazard,"{'new wave pop', ' soft rock'}",2,1093,2186
Celebration,"{' funk', ' disco', 'motown', ' soul'}",4,972,3888
Pop Champagne (feat. Juelz Santana) - Explicit Album Version,"{' trap', ' gangster rap', ' pop rap', ' harlem hip hop', 'nyc rap'}",5,762,3810
U Should've Known Better,"{' urban contemporary', ' r&b', ' contemporary r&b', 'hip pop'}",4,1718,6872
Come Together - Remastered 2009,"{' psychedelic rock', ' classic rock', ' rock', 'psychedelic rock', ' british invasion', ' beatlesque', 'rock', ' merseybeat'}",8,1926,15408
I Made It Through the Rain,"{' soft rock', 'mellow gold', ' yacht rock', ' adult standards'}",4,1395,5580
Pompeii,"{' modern rock', ' metropopolis', 'pop'}",3,692,2076
"The Breakup Song (They Don't Write 'em) [In the Style of ""Greg Kihn Band""] {Karaoke Demonstration Version With Lead Vocal}",{'karaoke'},1,177,177
Die A Happy Man,"{' modern country rock', 'country road', ' country', ' contemporary country'}",4,498,1992
The One Who Really Loves You - Single Version,"{' motown', ' soul', 'classic soul'}",3,580,1740
Pontoon,"{'country road', ' country dawn', ' country', ' contemporary country'}",4,470,1880
Janie's Got A Gun,"{' rock', ' classic rock', ' album rock', 'rock', 'classic rock', ' hard rock'}",6,2338,14028
What's Your Name,"{' classic rock', ' southern rock', ' album rock', 'rock', ' hard rock'}",5,1714,8570
Thong Song,"{' urban contemporary', ' dirty south rap', ' r&b', ' contemporary r&b', 'hip pop'}",5,1907,9535
We Are The World,,0,0,0
I'm Alive,{'canadian pop'},1,15,15
Sure Be Cool If You Did,"{' classic oklahoma country', 'country road', ' country', 'contemporary country', ' contemporary country', ' country road'}",6,629,3774
Mockin' Bird Hill,"{'easy listening', 'adult standards', ' adult standards', ' easy listening'}",4,826,3304
Perfect,"{' post-teen pop', ' boy band', ' talent show', 'pop'}",4,755,3020
The Power Of Love,"{' new romantic', 'new wave pop', ' soft rock', ' rock', ' classic rock', ' album rock', ' mellow gold', ' singer-songwriter', ' hard rock'}",9,4617,41553
Panda,"{' viral trap', ' trap', ' rap', 'southern hip hop', ' pop rap'}",5,1396,6980
Junk Food Junkie,{'nursery'},1,1,1
Close My Eyes Forever,"{' nu metal', 'album rock', ' glam metal', ' classic rock', ' rock', ' hard rock', ' metal', ' alternative metal', ' hel', ' birmingham metal'}",10,1893,18930
Stay,"{'nashville indie', ' urban contemporary', ' pop', ' barbadian pop'}",4,1224,4896
Raise The Roof,"{' k-pop boy group', 'k-pop'}",2,4,8
Bodak Yellow,"{' rap', 'pop'}",2,1208,2416
Someday,"{'pop rock', ' funk metal', ' post-grunge', ' alternative metal'}",4,212,848
Some Nights,"{' metropopolis', 'baroque pop'}",2,34,68
So Rare,"{' jazz clarinet', ' easy listening', ' swing', ' dixieland', ' jazz trombone', ' tin pan alley', 'big band', ' vintage jazz', ' adult standards'}",9,689,6201
You're Mines Still (feat. Drake),"{' trap', ' rap', ' canadian hip hop', ' hip hop', 'toronto rap', ' canadian pop', ' alabama rap'}",7,1623,11361
How Low,"{' dance pop', ' trap', ' dirty south rap', ' rap', 'southern hip hop', 'dance pop', ' hip hop', ' pop rap', ' atl hip hop', ' old school atlanta hip hop', ' southern hip hop'}",11,3425,37675
Deja Vu (feat. Jay-Z),"{' r&b', ' rap', 'gangster rap', ' pop rap', ' pop', ' east coast hip hop', ' gangster rap', 'east coast hip hop', ' hip hop'}",9,3113,28017
Crimson & Clover - Single Version; Mono,"{' psychedelic rock', ' classic garage rock', ' rock-and-roll', 'folk rock', ' classic rock', ' mellow gold', ' folk rock', 'rock-and-roll', ' country rock', ' bubblegum pop'}",10,2955,29550
"Believe It or Not (Theme from ""Greatest American Hero"")",{'yacht rock'},1,21,21
The Show Must Go On,"{'heartland rock', ' soft rock', 'folk rock', ' classic rock', ' album rock', ' mellow gold', ' folk rock', ' heartland rock', ' country rock', ' hard rock'}",10,4153,41530
Chain Hang Low,{'dirty south rap'},1,22,22
Womanizer,"{' pop', 'dance pop', ' dance pop', 'pop'}",4,2079,8316
How Much I Feel,"{'soft rock', ' yacht rock'}",2,409,818
Huggin' and Chalkin',"{'vintage jazz', ' tin pan alley'}",2,11,22
